sequence,module,level,type,identifier,name,datatype,multiplicity,value_domain,definition,label_local,definition_local,source_bsm_id,semantic_path,associated_module,class_term,local_name,xpath
297,muc,5,A,,Multicurrency Cross Triangulation Exchange Rate Source,String,0..1,,"Source of Exchange Rate for converting between foreign currency and triangulation currency - for example, Reuters, Bloomberg",換算通貨トライアンギュレーション通貨換算レート情報源,"外貨通貨とトライアンギュレーション通貨の間の換算レートの情報源。たとえば、Reuters, Bloomberg。",MU01-13,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailMulticurrency.muc_MulticurrencyCrossTriangulationExchangeRateSource,muc,Detail_ Multicurrency,multicurrencyCrossTriangulationExchangeRateSource,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-muc:detailMulticurrency/gl-muc:multicurrencyCrossTriangulationExchangeRateSource
298,muc,5,A,,Multicurrency Cross Triangulation Exchange Rate Type,String,0..1,,"Type of Exchange Rate for converting between foreign currency and triangulation currency - for example, spot rate, forward contract etc.",換算通貨トライアンギュレーション通貨換算レート種別,外貨通貨とトライアンギュレーション通貨の間の換算レートの種別。たとえば、スポット・レート、先物など。,MU01-14,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailMulticurrency.muc_MulticurrencyCrossTriangulationExchangeRateType,muc,Detail_ Multicurrency,multicurrencyCrossTriangulationExchangeRateType,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-muc:detailMulticurrency/gl-muc:multicurrencyCrossTriangulationExchangeRateType
299,muc,5,A,,Multicurrency Comment,String,0..1,,Comment describing the enclosing multicurrencyDetail class's contents. May include reason for recording additional exchange rates other than that used at the time of the original transaction.,多通貨明細コメント,multicurrencyDetailの内容のコメント。原取引時以外の、追加の換算レートを記録する理由などを記述。,MU01-15,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailMulticurrency.muc_MulticurrencyComment,muc,Detail_ Multicurrency,multicurrencyComment,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-muc:detailMulticurrency/gl-muc:multicurrencyComment
300,btx,4,C,,Detail_ Identifier Reference,,0..*,,"Identification for customer, vendor, or employee.",【CVE情報】,顧客、仕入先、従業員のための識別子。,BT13-20,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailIdentifierReference,btx,Detail_ Identifier Reference,detailIdentifierReference,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailIdentifierReference
301,btx,5,A,PK,Identifier Code,String,0..1,,Unique ID Number associated with identifierReference,CVE識別番号（内部）,identifierReferenceに関係付けられた、内部ID番号。,BT06-01,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailIdentifierReference.btx_IdentifierCode,btx,Detail_ Identifier Reference,identifierCode,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailIdentifierReference/gl-btx:identifierCode
302,btx,5,A,,Identifier Purpose,String,0..1,Identifier_Purpose,"Freeform for codes like purchasing, billing, manufacturing at identifier level.",CVE目的,購買、請求、製造などの、CVE識別子のレベルのコードの自由記述。,BT06-02,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailIdentifierReference.btx_IdentifierPurpose,btx,Detail_ Identifier Reference,identifierPurpose,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailIdentifierReference/gl-btx:identifierPurpose
303,btx,5,A,,Identifier Active,Boolean,0..1,,"Boolean to indicate whether the identifier is active (=""true"") or inactive (=""false"")",CVE有効性,CVE識別子が有効か無効かを示すブール値。,BT06-03,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailIdentifierReference.btx_IdentifierActive,btx,Detail_ Identifier Reference,identifierActive,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailIdentifierReference/gl-btx:identifierActive
304,btx,5,A,,Identifier Organization Type,Token,0..1,Organization_Type,"Identifier Organization Type. Enumerated as: individual, organization, other.",CVE組織種別,"CVE識別子の組織種別。_x000D_
[設定値のリスト]_x000D_
(individual：個人)、(organization：組織)、(other：その他)",BT06-04,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailIdentifierReference.btx_IdentifierOrganizationType,btx,Detail_ Identifier Reference,identifierOrganizationType,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailIdentifierReference/gl-btx:identifierOrganizationType
305,btx,5,A,,Identifier Organization Type Description,String,0..1,,Free format description of the identifier organization type,CVE組織種別説明,CVE識別子の組織種別の説明。,BT06-05,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailIdentifierReference.btx_IdentifierOrganizationTypeDescription,btx,Detail_ Identifier Reference,identifierOrganizationTypeDescription,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailIdentifierReference/gl-btx:identifierOrganizationTypeDescription
306,btx,5,A,,Identifier Description,String,0..1,,Textual description of identifierReference.,CVE説明,identifierReferenceの説明。,BT06-06,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailIdentifierReference.btx_IdentifierDescription,btx,Detail_ Identifier Reference,identifierDescription,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailIdentifierReference/gl-btx:identifierDescription
307,btx,5,A,,Identifier Type,Token,0..1,Identifier_Type,"Entity type (enumerated): C, customer, E, employee, V, vendor, O, other, I, salesperson-internal, X, salesperson-external, N, contractor.",CVE種別,実体の種別。_x000D_ [設定値のリスト]_x000D_ (C)、(customer：顧客)、(E)、(employee：従業員)、(V)、(vendor：仕入先)、(O)、(other：その他)、(I)、(salesperson-internal：店舗内販売員)、(X)、(salesperson-external：外交販売員)、(N)、(contractor：請負者),BT06-07,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailIdentifierReference.btx_IdentifierType,btx,Detail_ Identifier Reference,identifierType,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailIdentifierReference/gl-btx:identifierType
308,btx,5,A,,Identifier Category,String,0..1,,"For use as Customer, Vendor or Employee Class (such as Residential/Commercial/Institutional/Government or Retail/Wholesale or other classifications used by business).",CVEカテゴリ,顧客、仕入先、従業員の分類に使用する。　（住居/商業/機関/政府や、小売/卸や、ビジネスで使用されるその他の分類）。,BT06-08,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailIdentifierReference.btx_IdentifierCategory,btx,Detail_ Identifier Reference,identifierCategory,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailIdentifierReference/gl-btx:identifierCategory
309,cor,5,C,,External Authority,,0..*,,Class containing references to an external authority associated with identifier,【外部機関】,識別子と関係付けられる外部機関への参照情報を含む構造体。,BT06-09,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailIdentifierReference.btx_ExternalAuthority,cor,External Authority,externalAuthority,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailIdentifierReference/gl-cor:externalAuthority
310,cor,6,A,PK,External Authority Code,String,0..1,,"External Authority (e,g, Tax Authority) ID Number associated with identifierReference",外部機関付与識別番号,identifierReferenceと関係付けられる、外部機関（たとえば、税務署）によるID番号。,CO12-01,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailIdentifierReference.btx_ExternalAuthority.cor_ExternalAuthorityCode,cor,External Authority,externalAuthorityCode,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailIdentifierReference/gl-cor:externalAuthority/gl-cor:externalAuthorityCode
311,cor,6,A,,External Authority Name,String,0..1,,Name of External Authority (e.g. Tax Authority),外部機関名,外部機関の名前（たとえば、税務署）,CO12-02,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailIdentifierReference.btx_ExternalAuthority.cor_ExternalAuthorityName,cor,External Authority,externalAuthorityName,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailIdentifierReference/gl-cor:externalAuthority/gl-cor:externalAuthorityName
312,cor,6,A,,External Authority Verification Date,Date Time,0..1,,Date on which the External Authority last performed a verification,外部機関認証日付,外部機関が最後に認証した日付。,CO12-03,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailIdentifierReference.btx_ExternalAuthority.cor_ExternalAuthorityVerificationDate,cor,External Authority,externalAuthorityVerificationDate,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailIdentifierReference/gl-cor:externalAuthority/gl-cor:externalAuthorityVerificationDate
313,cor,5,C,,Identifier_ Phone,,0..*,,Phone number related to Identifier.,【電話番号】,CVE識別子の電話番号。,BT06-10,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailIdentifierReference.btx_IdentifierPhone,cor,Identifier_ Phone,identifierPhone,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailIdentifierReference/gl-cor:identifierPhone
314,cor,6,A,PK,Phone Number,String,0..1,,Phone number referred to in Phone Number Description'\.,電話番号,電話番号用途で示される電話番号。,CO01-01,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailIdentifierReference.btx_IdentifierPhone.cor_PhoneNumber,cor,Identifier_ Phone,identifierPhoneNumber,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailIdentifierReference/gl-cor:identifierPhone/gl-cor:identifierPhoneNumber
315,cor,6,A,,Phone Number Description,String,0..1,Phone_Number_Type,"Entity Phone Number Description such as Main, Investor relations. Enumerated as: bookkeeper, controller, direct, fax, investor-relations, main, switchboard, other.",電話番号用途,"代表、IR用などの、電話番号の用途。
[設定値のリスト]
(bookkeeper：記帳係)、(controller：会計責任者)、(direct：直通)、(fax：FAX)、(investor-relations：IR窓口)、(main：代表)、(switchboard：交換台)、(other：その他)",CO01-02,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailIdentifierReference.btx_IdentifierPhone.cor_PhoneNumberDescription,cor,Identifier_ Phone,identifierPhoneNumberDescription,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailIdentifierReference/gl-cor:identifierPhone/gl-cor:identifierPhoneNumberDescription
316,cor,5,C,,Identifier_ Fax,,0..*,,Fax number class related to identifier.,【FAX番号】,CVE識別子のFAX番号の構造体。,BT06-11,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailIdentifierReference.btx_IdentifierFax,cor,Identifier_ Fax,identifierFax,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailIdentifierReference/gl-cor:identifierFax
317,cor,6,A,PK,Fax Number,String,0..1,,Fax Number,FAX番号,FAX番号。,CO03-01,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailIdentifierReference.btx_IdentifierFax.cor_FaxNumber,cor,Identifier_ Fax,identifierFaxNumber,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailIdentifierReference/gl-cor:identifierFax/gl-cor:identifierFaxNumber
318,cor,6,A,,Fax Number Usage,String,0..1,,"Fax number usage (e.g. orders, head office, IR)",FAX番号用途,FAX番号の用途。(注文、本社、IRなど),CO03-02,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailIdentifierReference.btx_IdentifierFax.cor_FaxNumberUsage,cor,Identifier_ Fax,identifierFaxNumberUsage,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailIdentifierReference/gl-cor:identifierFax/gl-cor:identifierFaxNumberUsage
319,cor,5,C,,Identifier_ Email,,0..*,,Email address for Identifier.,【CVEEメールアドレス】,CVE識別子のEメールアドレス。,BT06-12,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailIdentifierReference.btx_IdentifierEmail,cor,Identifier_ Email,identifierEmail,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailIdentifierReference/gl-cor:identifierEmail
320,cor,6,A,PK,Email Address,String,0..1,,Email Address,Eメールアドレス,Eメールアドレス。,CO05-01,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailIdentifierReference.btx_IdentifierEmail.cor_EmailAddress,cor,Identifier_ Email,identifierEmailAddress,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailIdentifierReference/gl-cor:identifierEmail/gl-cor:identifierEmailAddress
